STATISTIC Label,Year,Age Group,Sex,UNIT,VALUE
Population Estimates (Persons in April),1964,Under 1 year,Female,Thousand,31
Population Estimates (Persons in April),1964,0 - 4 years,Both sexes,Thousand,
Population Estimates (Persons in April),1964,0 - 4 years,Male,Thousand,
Population Estimates (Persons in April),1964,0 - 4 years,Female,Thousand,
Population Estimates (Persons in April),1964,0 - 14 years,Both sexes,Thousand,893
Population Estimates (Persons in April),1964,0 - 14 years,Male,Thousand,456
Population Estimates (Persons in April),1964,0 - 14 years,Female,Thousand,437
Population Estimates (Persons in April),1964,1 - 4 years,Both sexes,Thousand,248
Population Estimates (Persons in April),1964,1 - 4 years,Male,Thousand,126
Population Estimates (Persons in April),1964,1 - 4 years,Female,Thousand,121
Population Estimates (Persons in April),1964,5 - 9 years,Both sexes,Thousand,295
Population Estimates (Persons in April),1964,5 - 9 years,Male,Thousand,151
Population Estimates (Persons in April),1964,5 - 9 years,Female,Thousand,144
Population Estimates (Persons in April),1964,10 - 14 years,Both sexes,Thousand,287
Population Estimates (Persons in April),1964,10 - 14 years,Male,Thousand,147
Population Estimates (Persons in April),1964,10 - 14 years,Female,Thousand,140
Population Estimates (Persons in April),1964,15 - 19 years,Both sexes,Thousand,250
Population Estimates (Persons in April),1964,15 - 19 years,Male,Thousand,128
Population Estimates (Persons in April),1964,15 - 19 years,Female,Thousand,121
Population Estimates (Persons in April),1964,15 - 24 years,Both sexes,Thousand,424
Population Estimates (Persons in April),1964,15 - 24 years,Male,Thousand,218
Population Estimates (Persons in April),1964,15 - 24 years,Female,Thousand,207
Population Estimates (Persons in April),1964,15 years and over,Both sexes,Thousand,1971
Population Estimates (Persons in April),1964,15 years and over,Male,Thousand,984
Population Estimates (Persons in April),1964,15 years and over,Female,Thousand,987
Population Estimates (Persons in April),1964,20 - 24 years,Both sexes,Thousand,175
Population Estimates (Persons in April),1964,20 - 24 years,Male,Thousand,89
Population Estimates (Persons in April),1964,20 - 24 years,Female,Thousand,86
Population Estimates (Persons in April),1964,25 - 29 years,Both sexes,Thousand,148
Population Estimates (Persons in April),1964,25 - 29 years,Male,Thousand,74
Population Estimates (Persons in April),1964,25 - 29 years,Female,Thousand,74
Population Estimates (Persons in April),1964,25 - 44 years,Both sexes,Thousand,624
Population Estimates (Persons in April),1964,25 - 44 years,Male,Thousand,310
Population Estimates (Persons in April),1964,25 - 44 years,Female,Thousand,314
Population Estimates (Persons in April),1964,30 - 34 years,Both sexes,Thousand,149
Population Estimates (Persons in April),1964,30 - 34 years,Male,Thousand,75
Population Estimates (Persons in April),1964,30 - 34 years,Female,Thousand,75
Population Estimates (Persons in April),1964,35 - 39 years,Both sexes,Thousand,160
Population Estimates (Persons in April),1964,35 - 39 years,Male,Thousand,79
Population Estimates (Persons in April),1964,35 - 39 years,Female,Thousand,81
Population Estimates (Persons in April),1964,40 - 44 years,Both sexes,Thousand,167
Population Estimates (Persons in April),1964,40 - 44 years,Male,Thousand,83
Population Estimates (Persons in April),1964,40 - 44 years,Female,Thousand,84
Population Estimates (Persons in April),1964,45 - 49 years,Both sexes,Thousand,170
Population Estimates (Persons in April),1964,45 - 49 years,Male,Thousand,86
Population Estimates (Persons in April),1964,45 - 49 years,Female,Thousand,84
Population Estimates (Persons in April),1964,45 - 64 years,Both sexes,Thousand,602
Population Estimates (Persons in April),1964,45 - 64 years,Male,Thousand,306
Population Estimates (Persons in April),1964,45 - 64 years,Female,Thousand,297
Population Estimates (Persons in April),1964,50 - 54 years,Both sexes,Thousand,162
Population Estimates (Persons in April),1964,50 - 54 years,Male,Thousand,84
Population Estimates (Persons in April),1964,50 - 54 years,Female,Thousand,79
Population Estimates (Persons in April),1964,55 - 59 years,Both sexes,Thousand,143
Population Estimates (Persons in April),1964,55 - 59 years,Male,Thousand,73
Population Estimates (Persons in April),1964,55 - 59 years,Female,Thousand,70
Population Estimates (Persons in April),1964,60 - 64 years,Both sexes,Thousand,127
Population Estimates (Persons in April),1964,60 - 64 years,Male,Thousand,63
Population Estimates (Persons in April),1964,60 - 64 years,Female,Thousand,64
Population Estimates (Persons in April),1964,65 - 69 years,Both sexes,Thousand,110
Population Estimates (Persons in April),1964,65 - 69 years,Male,Thousand,54
Population Estimates (Persons in April),1964,65 - 69 years,Female,Thousand,57
Population Estimates (Persons in April),1964,65 years and over,Both sexes,Thousand,321
Population Estimates (Persons in April),1964,65 years and over,Male,Thousand,150
Population Estimates (Persons in April),1964,65 years and over,Female,Thousand,170
Population Estimates (Persons in April),1964,70 - 74 years,Both sexes,Thousand,91
Population Estimates (Persons in April),1964,70 - 74 years,Male,Thousand,43
Population Estimates (Persons in April),1964,70 - 74 years,Female,Thousand,48
Population Estimates (Persons in April),1964,75 - 79 years,Both sexes,Thousand,63
Population Estimates (Persons in April),1964,75 - 79 years,Male,Thousand,29
Population Estimates (Persons in April),1964,75 - 79 years,Female,Thousand,34
Population Estimates (Persons in April),1964,80 - 84 years,Both sexes,Thousand,36
Population Estimates (Persons in April),1964,80 - 84 years,Male,Thousand,16
Population Estimates (Persons in April),1964,80 - 84 years,Female,Thousand,20
Population Estimates (Persons in April),1964,85 years and over,Both sexes,Thousand,20
Population Estimates (Persons in April),1964,85 years and over,Male,Thousand,8
Population Estimates (Persons in April),1964,85 years and over,Female,Thousand,12
Population Estimates (Persons in April),1964,All ages,Both sexes,Thousand,2864
Population Estimates (Persons in April),1964,All ages,Male,Thousand,1440
Population Estimates (Persons in April),1964,All ages,Female,Thousand,1424
Population Estimates (Persons in April),1965,Under 1 year,Both sexes,Thousand,62
Population Estimates (Persons in April),1965,Under 1 year,Male,Thousand,32
Population Estimates (Persons in April),1965,Under 1 year,Female,Thousand,31
Population Estimates (Persons in April),1965,0 - 4 years,Both sexes,Thousand,
Population Estimates (Persons in April),1965,0 - 4 years,Male,Thousand,
Population Estimates (Persons in April),1965,0 - 4 years,Female,Thousand,
Population Estimates (Persons in April),1965,0 - 14 years,Both sexes,Thousand,897
Population Estimates (Persons in April),1965,0 - 14 years,Male,Thousand,458
Population Estimates (Persons in April),1965,0 - 14 years,Female,Thousand,439
Population Estimates (Persons in April),1965,1 - 4 years,Both sexes,Thousand,251
Population Estimates (Persons in April),1965,1 - 4 years,Male,Thousand,128
Population Estimates (Persons in April),1965,1 - 4 years,Female,Thousand,123
Population Estimates (Persons in April),1965,5 - 9 years,Both sexes,Thousand,297
Population Estimates (Persons in April),1965,5 - 9 years,Male,Thousand,152
Population Estimates (Persons in April),1965,5 - 9 years,Female,Thousand,146
Population Estimates (Persons in April),1965,10 - 14 years,Both sexes,Thousand,287
Population Estimates (Persons in April),1965,10 - 14 years,Male,Thousand,147
Population Estimates (Persons in April),1965,10 - 14 years,Female,Thousand,140
Population Estimates (Persons in April),1965,15 - 19 years,Both sexes,Thousand,255
Population Estimates (Persons in April),1965,15 - 19 years,Male,Thousand,131
Population Estimates (Persons in April),1965,15 - 19 years,Female,Thousand,124
Population Estimates (Persons in April),1965,15 - 24 years,Both sexes,Thousand,435
Population Estimates (Persons in April),1965,15 - 24 years,Male,Thousand,223
Population Estimates (Persons in April),1965,15 - 24 years,Female,Thousand,212
Population Estimates (Persons in April),1965,15 years and over,Both sexes,Thousand,1979
Population Estimates (Persons in April),1965,15 years and over,Male,Thousand,988
Population Estimates (Persons in April),1965,15 years and over,Female,Thousand,991
Population Estimates (Persons in April),1965,20 - 24 years,Both sexes,Thousand,180
Population Estimates (Persons in April),1965,20 - 24 years,Male,Thousand,92
Population Estimates (Persons in April),1965,20 - 24 years,Female,Thousand,88
Population Estimates (Persons in April),1965,25 - 29 years,Both sexes,Thousand,149
Population Estimates (Persons in April),1965,25 - 29 years,Male,Thousand,75
Population Estimates (Persons in April),1965,25 - 29 years,Female,Thousand,74
Population Estimates (Persons in April),1965,25 - 44 years,Both sexes,Thousand,619
Population Estimates (Persons in April),1965,25 - 44 years,Male,Thousand,309
Population Estimates (Persons in April),1965,25 - 44 years,Female,Thousand,311
Population Estimates (Persons in April),1965,30 - 34 years,Both sexes,Thousand,148
Population Estimates (Persons in April),1965,30 - 34 years,Male,Thousand,74
Population Estimates (Persons in April),1965,30 - 34 years,Female,Thousand,74
Population Estimates (Persons in April),1965,35 - 39 years,Both sexes,Thousand,157
Population Estimates (Persons in April),1965,35 - 39 years,Male,Thousand,78
Population Estimates (Persons in April),1965,35 - 39 years,Female,Thousand,79
Population Estimates (Persons in April),1965,40 - 44 years,Both sexes,Thousand,165
Population Estimates (Persons in April),1965,40 - 44 years,Male,Thousand,82
Population Estimates (Persons in April),1965,40 - 44 years,Female,Thousand,83
Population Estimates (Persons in April),1965,45 - 49 years,Both sexes,Thousand,168
Population Estimates (Persons in April),1965,45 - 49 years,Male,Thousand,85
Population Estimates (Persons in April),1965,45 - 49 years,Female,Thousand,84
Population Estimates (Persons in April),1965,45 - 64 years,Both sexes,Thousand,603
Population Estimates (Persons in April),1965,45 - 64 years,Male,Thousand,306
Population Estimates (Persons in April),1965,45 - 64 years,Female,Thousand,297
Population Estimates (Persons in April),1965,50 - 54 years,Both sexes,Thousand,164
Population Estimates (Persons in April),1965,50 - 54 years,Male,Thousand,84
Population Estimates (Persons in April),1965,50 - 54 years,Female,Thousand,80
Population Estimates (Persons in April),1965,55 - 59 years,Both sexes,Thousand,145
Population Estimates (Persons in April),1965,55 - 59 years,Male,Thousand,75
Population Estimates (Persons in April),1965,55 - 59 years,Female,Thousand,71
Population Estimates (Persons in April),1965,60 - 64 years,Both sexes,Thousand,126
Population Estimates (Persons in April),1965,60 - 64 years,Male,Thousand,62
Population Estimates (Persons in April),1965,60 - 64 years,Female,Thousand,63
Population Estimates (Persons in April),1965,65 - 69 years,Both sexes,Thousand,112
Population Estimates (Persons in April),1965,65 - 69 years,Male,Thousand,54
Population Estimates (Persons in April),1965,65 - 69 years,Female,Thousand,58
Population Estimates (Persons in April),1965,65 years and over,Both sexes,Thousand,322
Population Estimates (Persons in April),1965,65 years and over,Male,Thousand,150
Population Estimates (Persons in April),1965,65 years and over,Female,Thousand,172
Population Estimates (Persons in April),1965,70 - 74 years,Both sexes,Thousand,91
Population Estimates (Persons in April),1965,70 - 74 years,Male,Thousand,43
Population Estimates (Persons in April),1965,70 - 74 years,Female,Thousand,48
Population Estimates (Persons in April),1965,75 - 79 years,Both sexes,Thousand,63
Population Estimates (Persons in April),1965,75 - 79 years,Male,Thousand,29
Population Estimates (Persons in April),1965,75 - 79 years,Female,Thousand,34
Population Estimates (Persons in April),1965,80 - 84 years,Both sexes,Thousand,36
Population Estimates (Persons in April),1965,80 - 84 years,Male,Thousand,16
Population Estimates (Persons in April),1965,80 - 84 years,Female,Thousand,20
Population Estimates (Persons in April),1965,85 years and over,Both sexes,Thousand,20
Population Estimates (Persons in April),1965,85 years and over,Male,Thousand,8
Population Estimates (Persons in April),1965,85 years and over,Female,Thousand,12
Population Estimates (Persons in April),1965,All ages,Both sexes,Thousand,2876
Population Estimates (Persons in April),1965,All ages,Male,Thousand,1446
Population Estimates (Persons in April),1965,All ages,Female,Thousand,1430
Population Estimates (Persons in April),1966,Under 1 year,Both sexes,Thousand,64
Population Estimates (Persons in April),1966,Under 1 year,Male,Thousand,33
Population Estimates (Persons in April),1966,Under 1 year,Female,Thousand,31
Population Estimates (Persons in April),1966,0 - 4 years,Both sexes,Thousand,316
Population Estimates (Persons in April),1966,0 - 4 years,Male,Thousand,161
Population Estimates (Persons in April),1966,0 - 4 years,Female,Thousand,155
